x1,x2,y
1.22548597816886,1.2904011609979107,3.028010132904079
0.3845593892398673,2.302763454287005,3.2214507061706548
0.33858230629937447,0.4010319762298754,1.4464380782086965
1.615412330467839,2.6977739106665375,4.8574582728481275
1.3577459301953985,0.058435996651901134,1.9272167385650845
0.5415829196742661,2.3665772908040053,3.4976368174288464
0.12555651464572004,2.522130811092313,3.452005923188244
0.005113815268544819,0.25112630191171925,0.8735013487028318
1.3177663000049529,2.1876985065872963,4.324342980250781
0.7799069978462398,1.2094240883185403,2.6325023666742258
0.6447004043158044,2.083355306596941,3.378039793685702
0.8911335419372095,1.2790336894474876,2.9112728758389514
0.2934654462966526,1.978026379573631,2.99739618171525
1.774294538715507,1.587687218185188,3.8893347378103678
1.6143617300341702,2.073472240799437,4.2095313097538725
1.3250070194218686,0.030196866799336086,1.9529304654396933
0.5070867304128153,0.3473514242605156,1.6086123722391057
1.911194480125565,1.0642282904101474,3.794974912960382
1.6614252820305448,2.6166721455083666,4.869743681066355
1.5040141198339143,2.6385178716374726,4.9661414291230175
0.5090960671943592,1.9286553775792556,3.2571518953296605
1.9673612729938488,0.3034161674134499,2.828457835656007
1.5557606094405971,0.5863340224231391,2.702686622664638
0.6133979217693077,2.871788549222521,4.0616396379798
1.935658319913096,2.1298132077754914,4.642637664221938
0.5605476397669842,0.8691198789926775,2.002251877199765
1.6312997682092745,1.8526243818801849,4.167058330765499
1.8740065614109565,2.213475806291432,4.913138093055867
0.9464812496702713,1.8757229320265059,3.653974235992703
1.7943375683611322,0.7511687136423323,3.2120291867398136
1.2685370620368617,1.722224229724529,3.6597339275425766
0.83262624574002,0.8026947602332251,2.2399140940842925
1.0284124220928235,2.0329043743259305,3.6141717688751993
0.9097385097934747,2.030607034961667,3.4542312589828836
0.27471515129939617,2.7103339805043554,3.76031115272496
1.9458718356184095,2.2098556915781393,4.915580197757158
1.804513730056032,0.4380274399400489,3.055771178503668
1.619443926061903,0.057593537038488685,2.309539252035976
0.11663577596571284,0.22910296840239697,1.1763240175371554
1.0412984718850695,2.361151792743208,3.9824923750488552
1.930854121500759,1.2335838968442636,3.737049601475356
1.8215451889156955,2.4892167114857537,4.847146576180172
0.8109251555493457,1.4350378116201081,2.9271594191446573
0.16469444065569827,1.810550499762368,2.6454900728719912
1.9994594874230016,2.339840728297565,4.901804881694348
1.9569274035379511,2.7956827892544194,5.492057160780904
1.1534345025483557,2.0090699616636574,3.7874078210344164
1.1503689425939756,2.2904292060629556,4.153320822143492
0.06746561653181637,2.7074223929816896,3.4303658116189584
1.3948823162313784,2.870301225193609,5.0800265025894005
1.5352979291530198,1.3457529674261401,3.3934487686864268
0.8855799473609294,1.09794452999664,2.7905900208495296
1.0061080652551855,0.2032067148577018,1.9282520065841657
1.519294684423116,2.349038535408923,4.454694172729668
1.5800880754503526,0.6266960886314932,2.9163647458775968
0.43756405103370133,2.5305186143289022,3.5792006844132507
1.0965815011775224,0.7234426297883316,2.330331131201875
1.2077265283471807,0.8541731706880704,2.581015051776376
0.7493986126725767,0.8760162330574457,2.2936117611721256
1.5349156688913106,1.1943197113509898,3.346750809656159
1.5304346889979237,0.4086374497901186,2.5902522983790184
1.5661238812623612,1.8935640601713257,4.100374693132502
0.3770791014537347,0.8313061632379357,1.8275111021958121
1.5625846929188365,0.3964343941881745,2.7358351644618786
1.0323568153164513,0.595982164119227,2.364900801668762
1.4596511961222973,0.3136687867656669,2.563283461111533
1.1044711790814425,0.9266701982091987,2.762404876892077
1.2611425283465074,0.41935408941179997,2.348911332431155
0.2847134548103323,2.1520544051562904,3.1498841354214324
1.8007344926810067,2.4632914702892137,4.939504334082408
1.6971415916488766,2.953220968108439,5.317161074510396
1.0781454763697575,0.5742822854959014,2.2755704423630414
1.9054234986299408,2.0443721500005387,4.480227245908747
0.873609588747164,1.3328066454570444,2.938765415822404
1.1109860049749647,0.56348068117565,2.3974759478388834
1.6930365753540848,1.6549023606487487,3.9293881359621543
1.0212770984526145,1.3485482027973315,2.8942137315125023
1.1312605536555913,0.02247072145089135,1.929195463204868
0.480465014321519,0.26469886615523774,1.256925493716168
0.14293217115579604,1.5203112360467412,2.2809551638836987
1.642618813780825,2.2340129439631915,4.437649998925499
1.0994821637018104,2.024859462983598,3.908055426575801
0.5146855810581192,1.606924872776949,2.8638510918702016
1.7567453431416504,1.0376852930975384,3.497722784728967
1.0799112538609632,2.7936813932855533,4.477920698795817
0.7468808490355043,2.6035848710630596,3.9385768348926296
1.743528069590579,2.9888277268718815,5.3100142565003905
1.2436893994579008,2.0423286211477483,3.9461657855563574
1.8785228673150718,0.957686639372207,3.495772402159285
1.8710793986915295,1.2383626627423339,3.937925821145457
1.8285044169400284,0.6820895448850903,3.010934868160115
0.7342706038345701,0.01337894656991756,1.415887090789329
1.6949103677304904,2.652152185383774,5.1292870119779685
0.7810540874502465,1.4183751446369235,2.7061510365802754
1.8245803237522151,0.7537088708748063,3.2115745932158033
1.4522640900608934,0.6595814890930344,2.7885174997261615
0.9856779960425817,0.3197756434826927,1.9589249921373975
1.4022539482435195,0.7135824653461291,2.645415380429239
1.7129231192860506,2.5515405845767165,4.965010537121209
0.8131499792214512,0.12605222406852745,1.6440625630680554
